name,value,unit,category,context,vartype,source,min_val,max_val,enumvals,boot_val,reset_val,description,is_predefined_tunable,custom_category,is_runtime_modifiable,eligible_for_autotuning,autotuning_exclusion_reason_code,autotuning_exclusion_reason_detail,tuning_min,tuning_max,scale,impact_tier,tuning_priority,tuning_notes,hardware_relative,resource_type,requires_restart,has_tuning_metadata
wal_buffers,512,8kB,Write-Ahead Log / Settings,postmaster,integer,default,-1,262143,,-1,512,Sets the number of disk-page buffers in shared memory for WAL.,True,memory,False,True,,,64.0,2048.0,log,core,2.0,WAL buffer size. Default -1 means auto (1/32 of shared_buffers).,False,,True,True
autovacuum,on,,Vacuuming / Automatic Vacuuming,sighup,bool,default,,,,on,on,Starts the autovacuum subprocess.,True,autovacuum,True,True,,,,,categorical,standard,3.0,Enable autovacuum. Usually keep on.,False,,False,True
cpu_index_tuple_cost,0.005,,Query Tuning / Planner Cost Constants,user,real,default,0,1.79769e+308,,0.005,0.005,Sets the planner's estimate of the cost of processing each index entry during an index scan.,True,query_planner,True,True,,,0.0001,0.01,log,standard,3.0,Cost of processing each index entry.,False,,False,True
cpu_operator_cost,0.0025,,Query Tuning / Planner Cost Constants,user,real,default,0,1.79769e+308,,0.0025,0.0025,Sets the planner's estimate of the cost of processing each operator or function call.,True,query_planner,True,True,,,0.0001,0.01,log,standard,3.0,Cost of executing operators/functions.,False,,False,True
cpu_tuple_cost,0.01,,Query Tuning / Planner Cost Constants,user,real,default,0,1.79769e+308,,0.01,0.01,Sets the planner's estimate of the cost of processing each tuple (row).,True,query_planner,True,True,,,0.001,0.1,log,standard,3.0,Cost of processing each row.,False,,False,True
hash_mem_multiplier,2,,Resource Usage / Memory,user,real,default,1,1000,,2,2,"Multiple of ""work_mem"" to use for hash tables.",False,other,True,True,,,1.0,8.0,linear,standard,3.0,Hash operation memory multiplier; bounded to avoid aggressive memory oversubscription.,False,,False,True
io_workers,3,,Resource Usage / I/O,sighup,integer,default,1,32,,3,3,"Number of IO worker processes, for io_method=worker.",False,other,True,True,,,1.0,16.0,linear,standard,3.0,I/O worker count (PG17+); bounded to practical CPU-core-aligned range.,True,cpu,False,True
maintenance_io_concurrency,16,,Resource Usage / I/O,user,integer,default,0,1000,,16,16,"A variant of ""effective_io_concurrency"" that is used for maintenance work.",False,other,True,True,,,0.0,200.0,linear,standard,3.0,"Maintenance I/O concurrency for VACUUM/CREATE INDEX, similar semantics to effective_io_concurrency.",True,disk_type,False,True
max_connections,100,,Connections and Authentication / Connection Settings,postmaster,integer,configuration file,1,262143,,100,100,Sets the maximum number of concurrent connections.,True,connections,False,True,,,50.0,200.0,linear,core,3.0,Max concurrent connections. Requires restart. High values increase memory.,False,,True,True
max_parallel_maintenance_workers,2,,Resource Usage / Worker Processes,user,integer,default,0,1024,,2,2,Sets the maximum number of parallel processes per maintenance operation.,True,parallelism,True,True,,,0.0,4.0,linear,standard,3.0,"Max parallel workers for maintenance (CREATE INDEX, VACUUM).",True,cpu,False,True
max_parallel_workers,8,,Resource Usage / Worker Processes,user,integer,default,0,1024,,8,8,Sets the maximum number of parallel workers that can be active at one time.,True,connections,True,True,,,0.0,16.0,linear,standard,3.0,Max parallel workers system-wide. Must be <= max_worker_processes.,True,cpu,False,True
max_wal_size,1024,MB,Write-Ahead Log / Checkpoints,sighup,integer,configuration file,2,2147483647,,1024,1024,Sets the WAL size that triggers a checkpoint.,True,checkpoint,True,True,,,80.0,10240.0,log,standard,3.0,Max WAL size before forced checkpoint.,False,,False,True
max_worker_processes,8,,Resource Usage / Worker Processes,postmaster,integer,default,0,262143,,8,8,Maximum number of concurrent worker processes.,True,connections,False,True,,,4.0,16.0,linear,core,3.0,Max background workers. Requires restart. Must be >= max_parallel_workers.,True,cpu,True,True
min_wal_size,80,MB,Write-Ahead Log / Checkpoints,sighup,integer,configuration file,2,2147483647,,80,80,Sets the minimum size to shrink the WAL to.,True,checkpoint,True,True,,,80.0,2048.0,log,standard,3.0,Minimum WAL size to keep.,False,,False,True
seq_page_cost,1,,Query Tuning / Planner Cost Constants,user,real,default,0,1.79769e+308,,1,1,Sets the planner's estimate of the cost of a sequentially fetched disk page.,True,query_planner,True,True,,,0.1,2.0,linear,standard,3.0,Cost of sequential page fetch. Usually kept at 1.0 as baseline.,True,disk_type,False,True
autovacuum_max_workers,3,,Vacuuming / Automatic Vacuuming,sighup,integer,default,1,262143,,3,3,Sets the maximum number of simultaneously running autovacuum worker processes.,True,autovacuum,True,True,,,1.0,8.0,linear,standard,4.0,Max autovacuum worker processes.,False,,False,True
autovacuum_naptime,60,s,Vacuuming / Automatic Vacuuming,sighup,integer,default,1,2147483,,60,60,Time to sleep between autovacuum runs.,True,autovacuum,True,True,,,1.0,600.0,log,standard,4.0,Time between autovacuum runs.,False,,False,True
autovacuum_worker_slots,16,,Vacuuming / Automatic Vacuuming,postmaster,integer,configuration file,1,262143,,16,16,Sets the number of backend slots to allocate for autovacuum workers.,False,other,False,True,,,1.0,16.0,linear,standard,4.0,Autovacuum worker slot capacity; aligned with practical worker process limits.,False,,True,True
bgwriter_delay,200,ms,Resource Usage / Background Writer,sighup,integer,default,10,10000,,200,200,Background writer sleep time between rounds.,False,other,True,True,,,10.0,2000.0,log,standard,4.0,ms between bgwriter rounds.,False,,False,True
bgwriter_lru_maxpages,100,,Resource Usage / Background Writer,sighup,integer,default,0,1073741823,,100,100,Background writer maximum number of LRU pages to flush per round.,False,other,True,True,,,0.0,1000.0,linear,standard,4.0,pages per bgwriter round.,False,,False,True
enable_bitmapscan,on,,Query Tuning / Planner Method Configuration,user,bool,default,,,,on,on,Enables the planner's use of bitmap-scan plans.,True,query_planner,True,True,,,,,categorical,standard,4.0,Enable bitmap scans.,False,,False,True
enable_hashjoin,on,,Query Tuning / Planner Method Configuration,user,bool,default,,,,on,on,Enables the planner's use of hash join plans.,True,query_planner,True,True,,,,,categorical,standard,4.0,Enable hash joins.,False,,False,True
enable_indexscan,on,,Query Tuning / Planner Method Configuration,user,bool,default,,,,on,on,Enables the planner's use of index-scan plans.,True,query_planner,True,True,,,,,categorical,standard,4.0,Enable index scans. Usually leave on.,False,,False,True
enable_mergejoin,on,,Query Tuning / Planner Method Configuration,user,bool,default,,,,on,on,Enables the planner's use of merge join plans.,True,query_planner,True,True,,,,,categorical,standard,4.0,Enable merge joins.,False,,False,True
enable_nestloop,on,,Query Tuning / Planner Method Configuration,user,bool,default,,,,on,on,Enables the planner's use of nested-loop join plans.,True,query_planner,True,True,,,,,categorical,standard,4.0,Enable nested loop joins.,False,,False,True
enable_seqscan,on,,Query Tuning / Planner Method Configuration,user,bool,default,,,,on,on,Enables the planner's use of sequential-scan plans.,True,query_planner,True,True,,,,,categorical,standard,4.0,Enable sequential scans. Usually leave on.,False,,False,True
min_parallel_index_scan_size,64,8kB,Query Tuning / Planner Cost Constants,user,integer,default,0,715827882,,64,64,Sets the minimum amount of index data for a parallel scan.,True,parallelism,True,True,,,0.0,16384.0,log,standard,4.0,pages required to trigger parallel index scan.,False,,False,True
min_parallel_table_scan_size,1024,8kB,Query Tuning / Planner Cost Constants,user,integer,default,0,715827882,,1024,1024,Sets the minimum amount of table data for a parallel scan.,True,parallelism,True,True,,,0.0,65536.0,log,standard,4.0,pages required to trigger parallel table scan.,False,,False,True
parallel_setup_cost,1000,,Query Tuning / Planner Cost Constants,user,real,default,0,1.79769e+308,,1000,1000,Sets the planner's estimate of the cost of starting up worker processes for parallel query.,True,parallelism,True,True,,,1.0,10000.0,log,standard,4.0,Cost of starting parallel workers.,False,,False,True
parallel_tuple_cost,0.1,,Query Tuning / Planner Cost Constants,user,real,default,0,1.79769e+308,,0.1,0.1,Sets the planner's estimate of the cost of passing each tuple (row) from worker to leader backend.,True,parallelism,True,True,,,0.0001,10.0,log,standard,4.0,Cost of transferring tuples between workers.,False,,False,True
temp_buffers,1024,8kB,Resource Usage / Memory,user,integer,default,100,1073741823,,1024,1024,Sets the maximum number of temporary buffers used by each session.,True,memory,True,True,,,1024.0,4096.0,log,standard,4.0,Temp buffer size per session.,False,,False,True
vacuum_cost_limit,200,,Vacuuming / Cost-Based Vacuum Delay,user,integer,default,1,10000,,200,200,Vacuum cost amount available before napping.,False,other,True,True,,,1.0,2000.0,linear,standard,4.0,aggregate cost cap for vacuum.,False,,False,True
wal_writer_delay,200,ms,Write-Ahead Log / Settings,sighup,integer,default,1,10000,,200,200,Time between WAL flushes performed in the WAL writer.,True,wal,True,True,,,1.0,5000.0,log,standard,4.0,ms between WAL flushes.,False,,False,True
